"region","htitem_id","title","author","date","rights","OCLC"
"midwest","uc1.$b798807","Apache by Will Levington Comfort ","Comfort Will Levington 1878-1932.","1931-00-00","2","1722817"
"northeast","uc1.$b799792","The Garies and their friends [by] Frank J. Webb ","Webb Frank J.","1969-00-00","2","6129"
"northeast","uc1.$b807329","The Monikins; / edited by the author of ""The spy""... ","Cooper James Fenimore 1789-1851.","1835-00-00","1","27483762"
"south","uc1.$b86996","East wind: west wind by Pearl S. Buck ","Buck Pearl S. 1892-1973.","1930-00-00","5","10366754"
"south","uc1.$b87084","Come in at the door / by William March ","March William 1893-1954.","1934-00-00","5","4385940"
"south","uc1.$b87086","The Tallons / by William March ","March William 1893-1954.","1936-00-00","2","1459430"
"northeast","uc1.31158002048287","The moon pool / by A. Merritt ","Merritt Abraham 1884-1943.","1919-00-00","1","2040520"
"newengland","uc1.31158004107131","Dred : a tale of the great Dismal Swamp / by Harriet Beecher Stowe ... ","Stowe Harriet Beecher 1811-1896.","1856-00-00","1","5901064"
"midwest","uc1.31175007486486","You know me Al; a busher's letters ","Lardner Ring 1885-1933.","1916-00-00","1","1191124"
"newengland","uc1.31175013937654","The crisis / by Winston Churchill ","Churchill Winston 1871-1947.","1901-00-00","1","4458457"
"south","uc1.31175013997435","Red Rock; a chronicle of reconstruction ","Page Thomas Nelson 1853-1922.","1898-00-00","1","273417"
"newengland","uc1.31175035210668","Hyperion a romance. By the author of ""Outre-Mer"" ... ","Longfellow Henry Wadsworth 1807-1882.","1839-00-00","1","1937789"
"west","uc1.31210001381076","Destry rides again / Max Brand ","Brand Max 1892-1944.","1938-00-00","2","4236583"
"west","uc1.31210001393923","White Fang by Jack London ... ","London Jack 1876-1916.","1905-00-00","1","1750211"
"west","uc1.31822012363016","Shasta of the wolves / by Olaf Baker; illustrations by Charles Livingston Bull ","Baker Olaf","1919-00-00","1","1592968"
"northeast","uc1.31822013308325","The great Pacific war : a history of the American-Japanese campaign of 1931-33 / by Hector C. Bywater ","Bywater Hector C. 1884-1940","1925-00-00","2","588024"
"northeast","uc1.31822016518573","Maggie a child of the streets / by Stephen Crane ","Crane Stephen 1871-1900","1896-00-00","9","779951"
"midwest","uc1.31822021169057","Dark laughter ","Anderson Sherwood 1876-1941","1925-00-00","2","8009054"
"northeast","uc1.31822021267919","The beautiful and damned / by F. Scott Fitzgerald ","Fitzgerald F. Scott 1896-1940","1922-00-00","9","3401895"
"newengland","uc1.31822035124759","Self-reliance : and Character / Ralph Waldo Emerson ","Emerson Ralph Waldo 1803-1882","1979-00-00","2","4939267"
"newengland","uc1.31822038205332","The power of sympathy : or The triumph of nature founded in truth / by Mrs. Perez Morton (Sarah Wentworth Apthorp) ; edited by Walter Littlefield ","Brown William Hill 1765-1793","1894-00-00","1","52424112"
"northeast","uc1.32106001692752","The new adventures of Ellery Queen; including an amazing short novel ""The lamp of God"" ","Queen Ellery.","1940-00-00","5","8206106"
"midwest","uc1.32106002076195","When knighthood was in flower; ","Major Charles 1856-1913.","1898-00-00","1","10334673"
"midwest","uc1.32106002086806","Poor white: a novel ","Anderson Sherwood 1876-1941.","1920-00-00","1","544607"
"northeast","uc1.32106002143938","Black no more; being an account of the strange and wonderful workings of science in the Land of the Free A.D. 1933-1940 by George S. Schuyler ","Schuyler George S.  1895-1977","1931-00-00","2","17350"
"northeast","uc1.32106002153861","Miss Lonelyhearts. ","West Nathanael 1903-1940.","1933-00-00","2","1402327"
"south","uc1.32106002157474","Of time and the river a legend of man's hunger in his youth ","Wolfe Thomas 1900-1938.","1935-00-00","2","1387489"
"west","uc1.32106005389298","John Barleycorn. Illustrated by H.T. Dunn. ","London Jack 1876-1916.","1913-00-00","9","254473082"
"west","uc1.32106005796047","The making of Americans; being a history of a family's progress. ","Stein Gertrude 1874-1946.","1966-00-00","2","930967"
"west","uc1.32106006141474","Cup of gold a life of Sir Henry Morgan ","Steinbeck John 1902-1968.","1936-00-00","2","364942"
"south","uc1.32106006143595","Pylon ","Faulkner William 1897-1962.","1935-00-00","2","986842"
"south","uc1.32106006269150","The postman always rings twice. ","Cain James M. 1892-1977.","1934-00-00","2","220990125"
"south","uc1.32106006284076","God's little acre. ","Caldwell Erskine 1903-1987","1933-00-00","2","3751981"
"south","uc1.32106007902726","Their eyes were watching God; a novel. ","Hurston Zora Neale.","1969-00-00","2","79199711"
"south","uc1.32106008055219","The unvanquished. ","Faulkner William 1897-1962.","1938-00-00","2","12340852"
"newengland","uc1.32106008314459","March to Quebec : journals of the members of Arnold's expedition / compiled and annotated by Kenneth Roberts during the writing of Arundel ","Roberts Kenneth Lewis 1885-1957. Pierce John 1745?-1808.","1946-00-00","2","17613368"
"west","uc1.32106009294544","The surrounded / D'Arcy McNickle ; introd. by Lawrence W. Towner ","McNickle D'Arcy 1904-1977.","1978-00-00","2","3559598"
"west","uc1.32106010492228","In dubious battle by John Steinbeck ","Steinbeck John 1902-1968.","1936-00-00","2","2493871"
"midwest","uc1.32106010568639","A farewell to arms. ","Hemingway Ernest 1899-1961.","1929-00-00","2","3385032"
"south","uc1.32106011348486","Look homeward angel a story of the buried life / by Thomas Wolfe ","Wolfe Thomas 1900-1938","1929-00-00","2","4859582"
"midwest","uc1.32106011635817","The girl / by Meridel Le Sueur ","Le Sueur Meridel.","1978-00-00","2","4876650"
"midwest","uc1.32106012710262","Better angel / by Forman Brown writing as Richard Meeker ","Meeker Richard","1995-00-00","2","32934079"
"midwest","uc1.32106013554032","Pudd'nhead Wilson a tale by Mark Twain (Samuel L. Clemens) ","Twain Mark 1835-1910.","1894-00-00","9","2521367"
"south","uc1.32106013928996","The hamlet / William Faulkner ","Faulkner William 1897-1962","1940-00-00","5","4704860"
"south","uc1.32106016127091","As I lay dying. ","Faulkner William 1897-1962.","1964-00-00","2","282958"
"northeast","uc1.32106016501790","Melville's ""Benito Cereno"" : an interpretation with annotated text and concordance / William D. Richardson ","Melville Herman 1819-1891.","1987-00-00","2","18496987"
"northeast","uc1.a0000579839","When Patty went to college / by Jean Webster ","Webster Jean 1876-1916.","1903-00-00","1","38723523"
"newengland","uc1.a0013854963","The deacon's week / by Rose Terry Cooke ","Cooke Rose Terry 1827-1892.","1891-00-00","9","319968632"
"northeast","uc1.b2838942","Two novels: The dream life of Balso Snell [and] A cool million. ","West Nathanael 1903-1940.","1934-00-00","5","217656978290805"
"south","uc1.b3159692","New Orleans : the place and the people ","King Grace Elizabeth 1852-1932.","0000-00-00","9",""
"newengland","uc1.b3184669","At the mountains of madness. ","Lovecraft H. P. 1890-1937.","0000-00-00","5",""
"northeast","uc1.b3325427","The rising tide by Margaret Deland ... Illustrated by F. Walter Taylor ... ","Deland Margaret Wade Campbell 1857-1945.","1916-00-00","9","1001773"
"northeast","uc1.b3335465","The buccaneers / by Edith Wharton ","Wharton Edith 1862-1937","1938-00-00","1","418656"
"west","uc1.b3407003","Dobry / by Monica Shannon ; illustrated by Atanas Katchamakoff ","Shannon Monica.","1960-00-00","2","9061178"
"northeast","uc1.b3456943","Kitty Foyle. ","Morley Christopher 1890-1957.","1939-00-00","2","466657"
"midwest","uc1.b3578444","A member of the third house : a dramatic story / by Hamlin Garland ... ","Garland Hamlin 1860-1940.","1892-00-00","1","3549064"
"midwest","uc1.b3620419","A world to win by Jack Conroy ","Conroy Jack 1898-1990.","1935-00-00","2","639340"
"northeast","uc1.b3688343","The snow goose by Paul Gallico ","Gallico Paul 1897-1976.","1941-00-00","1","284978"
"northeast","uc1.b3727782","The sea of grass by Conrad Richter ","Richter Conrad 1890-1968.","1936-00-00","2","8622304"
"midwest","uc1.b3980412","By the shores of Silver Lake / by Laura Ingalls Wilder ; with pictures by Helen Sewell and Mildred Boyle ","Wilder Laura Ingalls 1867-1957.","1939-00-00","2","12767778"
"midwest","uc1.b3980415","On the banks of Plum Creek by Laura Ingalls Wilder; illustrated by Helen Sewell and Mildred Boyle ","Wilder Laura Ingalls 1867-1957.","1937-00-00","5","1291009"
"northeast","uc1.b4087559","Laughing Boy by Oliver La Farge ","La Farge Oliver 1901-1963.","1929-00-00","2","214608371285036"
"south","uc1.b4087791","The story of the champions of the Round table written and illustrated by Howard Pyle ","Pyle Howard 1853-1911.","1905-00-00","1","216416944367955"
"newengland","uc1.b4087933","The dark frigate; wherein is told the story of Philip Marsham who lived in the time of King Charles and was bred a sailor but came home to England after many hazards by sea and land and fought for the king at Newbury and lost a great inheritance and departed for Barbados in the same ship by curious chance in which he had long before adventured with the pirates by Charles Boardman Hawes ... ","Hawes Charles Boardman 1889-1923.","1923-00-00","1","2685833"
"newengland","uc1.b4089028","Calico bush by Rachel Field; engravings on wood by Allen Lewis ","Field Rachel 1894-1942.","1931-00-00","2","2166795322040270"
"midwest","uc1.b4091139","The innocents : a story for lovers / by Sinclair Lewis ","Lewis Sinclair 1885-1951.","1917-00-00","1","2174697041024220"
"midwest","uc1.b4091299","Mantrap / by Sinclair Lewis ","Lewis Sinclair 1885-1951.","1926-00-00","5","217469589288638"
"midwest","uc1.b4091320","The man who knew Coolidge : being the soul of Lowell Schmaltz constructive and Nordic citizen / by Sinclair Lewis ","Lewis Sinclair 1885-1951.","1928-00-00","2","214048595239284"
"northeast","uc1.b4097001","The man who could not shudder / by John Dickson Carr ","Carr John Dickson 1906-1977.","1944-00-00","2","2153104564877870"
"midwest","uc1.b4098088","Alice and The lost novel / by Sherwood Anderson ","Anderson Sherwood 1876-1941.","1929-00-00","19","215423578611232"
"northeast","uc1.b4098208","Glory of the seas [by] Agnes Danforth Hewes ","Hewes Agnes Danforth.","1933-00-00","2","2166732241124580"
"newengland","uc1.b4098751","All sail set: a romance of the ""Flying Cloud"" / written and illustrated by Armstrong Sperry ; introduction by William McFee ","Sperry Armstrong 1897-1976.","0000-00-00","5","2170830509417470"
"midwest","uc1.b4099006","Phebe Fairchild her book story and pictures by Lois Lenski ","Lenski Lois 1893-1974.","1936-00-00","2","2166672431667340"
"south","uc1.b4099015","Young Fu of the upper Yangtze by Elizabeth Foreman Lewis; illustrated by Kurt Wiese ","Lewis Elizabeth Foreman 1892-1958.","1932-00-00","2","216667125301324"
"midwest","uc1.b4101985","Honk the moose / story by Phil Stong ; pictures by Kurt Wiese (copy 1)","Stong Phil 1899-1957.","1935-00-00","2","2167777235231050"
"newengland","uc1.b4104443","The lamplighter. ","Cummins Maria S. 1827-1866.","1854-00-00","1","21763999818506000"
"south","uc1.b4373960","Tobacco road / by Erskine Caldwell ","Caldwell Erskine 1903-1987.","1932-00-00","2","2359623"
"midwest","uc1.b4381202","Tar; a midwest childhood ","Anderson Sherwood 1876-1941.","1926-00-00","5","276744"
"south","uc1.b4382831","Journey to Mars : the wonderful world: its beauty and splendor; its mighty races and kingdoms; its final doom / by Gustavus W. Pope. With a new introd. by Sam Moskowitz ","Pope Gustavus W.","1974-00-00","2","800549"
"midwest","uc1.b4384802","Back street. ","Hurst Fannie 1889-1968.","1931-00-00","5","653130"
"midwest","uc1.b4445391","Young Lonigan; a boyhood in Chicago streets ","Farrell James T. 1904-1979.","1932-00-00","2","562220"
"midwest","uc1.b4445392","The young manhood of Studs Lonigan ","Farrell James T. 1904-1979.","1934-00-00","2","2906927"
"midwest","uc1.b4445430","So big by Edna Ferber ","Ferber Edna 1887-1968.","1924-00-00","2","2517983"
"west","uc1.b4503991","The land of little rain ","Austin Mary Hunter 1868-1934.","0000-00-00","9",""
"northeast","uc1.b4948709","Father Bombo's pilgrimage to Mecca 1770 / by Hugh Henry Brackenridge and Philip Freneau ; edited with an introd. by Michael Davitt Bell ","Brackenridge H. H. 1748-1816.","1975-00-00","2","1992901"
"northeast","uc1.l0081066383","Edison's conquest of Mars; with an introd. by A. Langley Searles ","Serviss Garrett Putnam 1851-1929.","1947-00-00","1","2494245"
"northeast","uc2.ark:/13960/fk06w9683k","The republic of the future : or socialism a reality / by Anna Bowman Dodd ","Dodd Anna Bowman 1855-1929.","1887-00-00","1","46463218"
"newengland","uc2.ark:/13960/fk1jh3d30d","The Algerine captive; or The life and adventures of Doctor Updike Underhill [pseud.] six years a prisoner among the Algerines. ","Tyler Royall 1757-1826.","1816-00-00","1","3462671"
"northeast","uc2.ark:/13960/fk1kh0f00h","The last of the Mohicans; a narrative of 1757 ... By the author of ""The pilot"" ""The spy"" &amp;c. ","Cooper James Fenimore 1789-1851.","1834-00-00","1","33263019"
"northeast","uc2.ark:/13960/fk1ng4gr96","A house-boat on the Styx; being some account of the divers doings of the associated shades. By John Kendrick Bangs ","Bangs John Kendrick 1862-1922.","1896-00-00","1","271266"
"northeast","uc2.ark:/13960/fk20c4sp7v","David Harum : a story of American life / by Edward Noyes Wescott [sic Westcott] ","Westcott Edward Noyes 1847-1898.","1898-00-00","1","559648"
"midwest","uc2.ark:/13960/fk23b5wc8f","The golden book of Springfield by Vachel Lindsay ... being the review of a book that will appear in the autumn of the year 2018 and an extended description of Springfield Illinois in that year ","Lindsay Vachel 1879-1931.","1920-00-00","1","288539"
"newengland","uc2.ark:/13960/fk29882q61","A humble romance and other stories by Mary E. Wilkins ","Freeman Mary Eleanor Wilkins 1852-1930.","1887-00-00","1","273826"
"midwest","uc2.ark:/13960/fk3028pk84","A daughter of the middle border by Hamlin Garland ... ","Garland Hamlin 1860-1940.","1921-00-00","1","272043"
"newengland","uc2.ark:/13960/fk3416t547","--Dr. Heidenhoff's process. By Edward Bellamy ","Bellamy Edward 1850-1898.","1880-00-00","9","3888582"
"midwest","uc2.ark:/13960/fk3mw28j83","Free air. ","Lewis Sinclair 1885-1951.","1919-00-00","9","24179358"
"northeast","uc2.ark:/13960/fk5q81518x","The iron woman by Margaret Deland; with illustrations by F. Walter Taylor ... ","Deland Margaret Wade Campbell 1857-1945.","1911-00-00","9","271600"
"northeast","uc2.ark:/13960/fk7rn30m6t","The Red city; a novel of the second administration of President Washington by S. Weir Mitchell ... with illustrations by Arthur I. Keller ","Mitchell S. Weir 1829-1914.","1908-00-00","1","879832"
"midwest","uc2.ark:/13960/t0000068b","Queer stories for boys and girls by Edward Eggleston ... ","Eggleston Edward 1837-1902.","1884-00-00","1","16908689"
"newengland","uc2.ark:/13960/t02z14r3d","Young West; a sequel to Edward Bellamy's celebrated novel Looking backward. By Solomon Schindler ","Schindler Solomon 1842-1915.","1894-00-00","1","1877019"
"midwest","uc2.ark:/13960/t06w96g2r","The mystery of The Locks by E. W. Howe ","Howe E. W. 1853-1937.","1885-00-00","1","3654594"
"newengland","uc2.ark:/13960/t0ht2gj4c","Richard Carvel by Winston Churchill ... With illustrations by Carlton T. Chapman and Malcolm Fraser ","Churchill Winston 1871-1947.","1899-00-00","9","270936"
"newengland","uc2.ark:/13960/t0ks6k117","The crossing. ","Churchill Winston 1871-1947.","1904-00-00","1","213756445"
"south","uc2.ark:/13960/t0ns0mc7c","The story of Sir Launcelot and his companions by Howard Pyle ","Pyle Howard 1853-1911.","1907-00-00","1","303073"
"midwest","uc2.ark:/13960/t0qr4ns31","Jap Herron; a novel written from the ouija board; with an introduction The coming of Jap Herron. ","Hutchings Emily Grant.","1917-00-00","1","4109231"
"west","uc2.ark:/13960/t0qr4nv3x","A son of the sun / by Jack London ... ","London Jack 1876-1916.","1913-00-00","9","9560916"
"south","uc2.ark:/13960/t0zp3wv0g","Mrs. Wiggs of the cabbage patch by Alice Caldwell Hegan ","Rice Alice Caldwell Hegan 1870-1942.","1901-00-00","1","301653"
"newengland","uc2.ark:/13960/t10p0ww49","The scarlet letter : a romance / by Nathaniel Hawthorne ","Hawthorne Nathaniel 1804-1864.","1866-00-00","1","362799339"
"south","uc2.ark:/13960/t10p0x73q","The silent South together with The freedman's case in equity and The convict lease system by George W. Cable ","Cable George Washington 1844-1925.","1885-00-00","1","1471855"
"midwest","uc2.ark:/13960/t11n7zx9m","The cliff-dwellers a novel by Henry B. Fuller; illustrated by T. De Thulstrup ","Fuller Henry Blake 1857-1929.","1893-00-00","1","1240013"
"south","uc2.ark:/13960/t17m04t77","Old Creole days by George W. Cable ","Cable George Washington 1844-1925.","1879-00-00","1","625387"
"south","uc2.ark:/13960/t19k4928q","The foolish virgin; a romance of today by Thomas Dixon illustrated by Walter Tittle ","Dixon Thomas 1864-1946.","1915-00-00","9","4804128"
"northeast","uc2.ark:/13960/t1bk19479","Just Patty / by Jean Webster ","Webster Jean 1876-1916.","1911-00-00","9","2000457"
"newengland","uc2.ark:/13960/t1cj87t34","The song of Hiawatha. ","Longfellow Henry Wadsworth 1807-1882.","1855-00-00","1","929012"
"midwest","uc2.ark:/13960/t1dj5bp28","The ""genius"" by Theodore Dreiser ","Dreiser Theodore 1871-1945.","1915-00-00","9","294159"
"south","uc2.ark:/13960/t1pg1jk92","The sins of the father : a romance of the South / by Thomas Dixon ; illustrated by John Cassel ","Dixon Thomas 1864-1946.","1912-00-00","1","2831937"
"northeast","uc2.ark:/13960/t1pg1jp9d","The admiral's caravan by Charles E. Carryl ... with illustrations by Reginald B. Birch ","Carryl Charles E. 1841-1920.","1909-00-00","1","2641340"
"midwest","uc2.ark:/13960/t1vd6qc77","The faith doctor; a story of New York by Edward Eggleston ","Eggleston Edward 1837-1902.","1891-00-00","1","274771"
"south","uc2.ark:/13960/t20c4ss2f","Free Joe and other Georgian sketches. ","Harris Joel Chandler 1848-1908.","1887-00-00","1","20498728"
"northeast","uc2.ark:/13960/t22b8vp36","Israel Potter: his fifty years of exile. ","Melville Herman 1819-1891.","1855-00-00","1","13065897"
"northeast","uc2.ark:/13960/t25b06m1c","Bannertail : the story of a graysquirrel / by Ernest Thompson Seton ","Seton Ernest Thompson 1860-1946.","1922-00-00","1","248995"
"northeast","uc2.ark:/13960/t26970r57","John Dough and the cherub. Illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1906-00-00","1","1377799"
"newengland","uc2.ark:/13960/t29883n91","Pembroke; a novel by Mary E. Wilkins ... ","Freeman Mary Eleanor Wilkins 1852-1930.","1894-00-00","1","1900142"
"midwest","uc2.ark:/13960/t2c825j0h","Monsieur Beaucaire. ","Tarkington Booth 1869-1946.","1900-00-00","1","275273"
"northeast","uc2.ark:/13960/t2c828j6n","The book of Khalid by Ameen Rihani ","Rihani Ameen Fares 1876-1940.","1911-00-00","1","6412012"
"newengland","uc2.ark:/13960/t2q52gg3v","What Katy did. A story. By Susan Coolidge. With illus. by Addie Ledyard ","Coolidge Susan 1835-1905.","1873-00-00","1","418216"
"midwest","uc2.ark:/13960/t2s46h987","Graustark / by George Barr McCutcheon ","McCutcheon George Barr 1866-1928.","1916-00-00","1","1898311"
"newengland","uc2.ark:/13960/t2v40kj53","The country of the pointed firs by Sarah Orne Jewett ","Jewett Sarah Orne 1849-1909.","1896-00-00","1","5693110"
"northeast","uc2.ark:/13960/t3319t77r","The adventures of Captain Horn / by Frank R. Stockton ","Stockton Frank Richard 1834-1902.","1895-00-00","1","1583097"
"midwest","uc2.ark:/13960/t3513vn8c","Jennie Gerhardt : a novel / By Theodore Dreiser ","Dreiser Theodore 1871-1945.","1911-00-00","1","3452093"
"newengland","uc2.ark:/13960/t3804zk57","The orchid : [a novel] / by Robert Grant ; illustrated by Alonzo Kimball ","Grant Robert 1852-1940.","1905-00-00","1","3853315"
"northeast","uc2.ark:/13960/t3kw57w1s","Omoo: a narrative of adventures in the South seas. By Herman Melville ","Melville Herman 1819-1891.","1847-00-00","1","4988695"
"northeast","uc2.ark:/13960/t3st7xb3s","The road to Oz by L. Frank Baum. Illustrated by John R. Neill ","Baum L. Frank 1856-1919.","1909-00-00","1","16691041"
"northeast","uc2.ark:/13960/t41r6ng7k","Redburn: his first voyage.  Being the sailor-boy confessions and reminiscences of the son-of-a-gentleman in the merchant service. By Herman Melville ","Melville Herman 1819-1891.","1849-00-00","1","3268577"
"midwest","uc2.ark:/13960/t42r3q42p","Alice of old Vincennes / Maurice Thompson ; illustrations by F.C. Yohn ","Thompson Maurice 1844-1901.","1900-00-00","1","42380311"
"midwest","uc2.ark:/13960/t45q4ss8w","The flight of Pony Baker; a boy's town story by W.D. Howells ... ","Howells William Dean 1837-1920.","1902-00-00","9","845932"
"newengland","uc2.ark:/13960/t46q1t25m","A Roman singer / by F. Marion Crawford ","Crawford F. Marion 1854-1909.","1885-00-00","9","8828859"
"northeast","uc2.ark:/13960/t46q1tp3q","The Princess Aline by Richard Harding Davis ... illustrated by C.D. Gibson ","Davis Richard Harding 1864-1916.","1895-00-00","1","271352"
"newengland","uc2.ark:/13960/t47p8tr4q","Seola. ","Smith J. Gregory Mrs. 1818-1905.","1878-00-00","1","3691437"
"newengland","uc2.ark:/13960/t4gm84b8g","The gun-maker of Moscow or Vladimir the monk. By Sylvanus Cobb jr. ","Cobb Sylvanus 1823-1887.","1890-00-00","1","7989332"
"south","uc2.ark:/13960/t4xg9gr62","The Jucklins; a novel by Opie Read ... ","Read Opie Percival 1852-1939.","1896-00-00","1","12173624"
"south","uc2.ark:/13960/t51g0k27m","A golden wedding and other tales by Ruth McEnery Stuart ... ","Stuart Ruth McEnery 1856-1917.","1893-00-00","1","730190"
"northeast","uc2.ark:/13960/t54f1nc40","Lad: a dog by Albert Payson Terhune ","Terhune Albert Payson 1872-1942.","1919-00-00","1","234286"
"newengland","uc2.ark:/13960/t55d8pp04","The minister's wooing by H. Beecher Stowe.  With illus. by Phiz. ","Stowe Harriet Beecher 1811-1896.","1859-00-00","1","2666988901265820"
"northeast","uc2.ark:/13960/t57d2tc41","Marjorie's quest / By Jeanie T. Gould ...  With illustrations by Augustus Hoppin ","Lincoln Jeanie Thomas Gould 1846-1921.","1872-00-00","1","7678112"
"newengland","uc2.ark:/13960/t59c6sd79","Saracinesca / F. Marion Crawford ","Crawford F. Marion 1854-1909.","1887-00-00","1","944099"
"northeast","uc2.ark:/13960/t5r78659h","My official wife a novel by Col. Richard Henry Savage ","Savage Richard 1846-1903.","1891-00-00","9","2216601"
"newengland","uc2.ark:/13960/t6251qd7m","Atla : a story of the lost island / by Mrs. J. Gregory Smith ","Smith J. Gregory Mrs. 1819-1905.","1886-00-00","1","8058441"
"south","uc2.ark:/13960/t6542km7m","Virginia by Ellen Glasgow ","Glasgow Ellen Anderson Gholson 1873-1945.","1913-00-00","1","1192791"
"northeast","uc2.ark:/13960/t6k06xf7c","Letters from an American farmer by J. Hector St. John CrÌ¬vecoeur reprinted from the original ed. with a prefatory note  by W. P. Trent and an introduction by Ludwig Lewisohn ","St. John de CrÌ¬vecoeur J. Hector 1735-1813.","1904-00-00","1","123194107"
"south","uc2.ark:/13960/t71v5cc8w","Otto of the silver hand written and illustrated by Howard Pyle ","Pyle Howard 1853-1911.","1888-00-00","1","5268512"
"newengland","uc2.ark:/13960/t72v2cw1d","Coniston by Winston Churchill ... with illustrations by Florence Scovel Shinn ","Churchill Winston 1871-1947.","1906-00-00","9","271149"
"newengland","uc2.ark:/13960/t73t9dx4b","A New England nun and other stories by Mary E. Wilkins ... ","Freeman Mary Eleanor Wilkins 1852-1930.","1891-00-00","1","5040269"
"midwest","uc2.ark:/13960/t79s1m928","The rise of Silas Lapham by William D. Howells ","Howells William Dean 1837-1920.","1885-00-00","1","941329"
"midwest","uc2.ark:/13960/t7gq6sz2m","Kazan / by James Oliver Curwood ","Curwood James Oliver 1878-1927.","1914-00-00","1","2746310"
"south","uc2.ark:/13960/t7pn8xx18","The Grandissimes : a story of Creole life / by George W. Cable ","Cable George Washington 1844-1925.","1880-00-00","1","943286"
"northeast","uc2.ark:/13960/t80k27t9m","Jack Tier : or The Florida Reef / by J. Fenimore Cooper ","Cooper James Fenimore 1789-1851.","1856-00-00","1","43705054"
"newengland","uc2.ark:/13960/t80k2g393","The Morgesons / by Elizabeth Stoddard ","Stoddard Elizabeth 1823-1902.","1862-00-00","1","5790371"
"south","uc2.ark:/13960/t83j3b29z","The story of King Arthur and his knights written and illustrated by Howard Pyle ","Pyle Howard 1853-1911.","1903-00-00","1","2669868"
"midwest","uc2.ark:/13960/t88g8g708","The forged note : a romance of the darker races / by Oscar Micheaux ... ; illustrated by C.W. Heller ","Micheaux Oscar 1884-1951.","1915-00-00","1","2058028"
"midwest","uc2.ark:/13960/t89g5hm37","The Hoosier schoolmaster : a novel / by Edward Eggleston ","Eggleston Edward 1837-1902.","1871-00-00","1","7973901"
"south","uc2.ark:/13960/t8cf9kp28","Jurgen; a comedy of justice by James Branch Cabell ","Cabell James Branch 1879-1958.","1919-00-00","1","944674"
"south","uc2.ark:/13960/t8jd4q97q","Cabbages and kings / by O. Henry [pseud.] ... ","Henry O. 1862-1910.","1918-00-00","9","16577176"
"midwest","uc2.ark:/13960/t8mc8tk7b","Tom Playfair : or Making a start. ","Finn Francis James 1859-1928.","1891-00-00","1","2350252"
"midwest","uc2.ark:/13960/t8qb9vs20","Dorothy Vernon of Haddon Hall by Charles Major ... with illustrations by Howard Chandler Christy ","Major Charles 1856-1913.","1902-00-00","1","1160473"
"south","uc2.ark:/13960/t9086446n","Mingo and other sketches in black and white. ","Harris Joel Chandler 1848-1908.","1884-00-00","1","11893401"
"south","uc2.ark:/13960/t96689g9k","The prophet of the Great Smoky Mountains / by Charles Egbert Craddock ","Murfree Mary Noailles 1850-1922.","1886-00-00","1","21009633"
"northeast","uc2.ark:/13960/t9959df6w","The haunted bookshop by Christopher Morley ","Morley Christopher 1890-1957.","1919-00-00","1","1724792"
"midwest","uc2.ark:/13960/t9k35n34m","A night in Acadie / by Kate Chopin ","Chopin Kate 1851-1904.","1897-00-00","1","2413641"
"northeast","uc2.ark:/13960/t9p26s33r","Aunt Jane's nieces by Edith Van Dyne ","Baum L. Frank 1856-1919.","1906-00-00","1","2545776"
"midwest","uc2.ark:/13960/t9q23sg7s","Our Mr. Wrenn / Sinclair Lewis ","Lewis Sinclair 1885-1951.","1914-00-00","1","21254097"
"newengland","uc2.ark:/13960/t9r20sn6q","Nature ","Emerson Ralph Waldo 1803-1882.","1836-00-00","1","624952"
"northeast","uc2.ark:/13960/t9z030k35","A lady of quality : being a most curious hitherto unknown history as related by Mr. Isaac Bickerstaff but not presented to the world of fashion through the pages of the Tatler and now for the first time written down / by Frances Hodgson Burnett ","Burnett Frances Hodgson 1849-1924.","1896-00-00","1","7931938"
"newengland","uiug.30112002081575","FANNY CAMPBELL THE FEMALE PIRATE CAPTAIN ","Ballou Maturin Murray 1820-1895.","1846-00-00","1",""
"midwest","uiug.30112002548631","The M. G. Eberhart omnibus. ","Eberhart Mignon Good 1899-","1932-00-00","2","1807163"
"midwest","uiug.30112002566278","The river's end by James Oliver Curwood ","Curwood James Oliver 1878-1927.","1919-00-00","1","5297563"
"northeast","uiug.30112002814165","Oil for the lamps of China / by Alice Tisdale Hobart ","Hobart Alice Tisdale","1933-00-00","2","477077955"
"midwest","uiug.30112003179055","Penrod and Sam / by Booth Tarkington ; [illustrated by Worth Brehm]. ","Tarkington Booth 1869-1946.","1916-00-00","1","491149"
"northeast","uiug.30112003400519","Jill the reckless / by P. G. Wodehouse ","Wodehouse P. G. 1881-1975.","1921-00-00","9","6017415"
"northeast","uiug.30112004564214","Annabel : a novel for young folks / by Suzanne Metcalf [pseud.]. ","Baum L. Frank 1856-1919.","1906-00-00","1","30880211"
"west","uiug.30112039815623","The sea-wolf. With illustrations by W. J. Aylward ","London Jack 1876-1916.","1904-00-00","1","169815"
"northeast","uiug.30112099870047","The house of Mirth : With ill. by A. B. Wenzell. ","Wharton Edith.","1905-00-00","1","631665022"
"midwest","uiug.30112109057239","Pro football its ""ups"" and ""downs""; a light-hearted history of the post graduate game by Dr. Harry A. March ","March Harry Addison 1878-1940.","1934-00-00","9","4849231"
"newengland","uiuo.ark:/13960/t6547gx0x","Elsie Venner a romance of destiny by Oliver Wendell Holmes v.2","Holmes Oliver Wendell 1809-1894.","1861-00-00","1","11077797"
